"persid";"estanid";"perfilid";"perfil";"perfilgrupo"
"34903d2e3";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"ee770f49c";"0000PB997";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"2b74c0936";"0025PB017";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1ddba1a40";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"67c27b814";"0031PB006";"00060";"AYUDANTE (LOU)";"PDI"
"690f8cddf";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"088b2e18e";"0019PB015";"BECGV2";"BECARIOS GV SEGUNDO PERIODO (CONTRATO)";"PDI"
"097d72ab5";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1fa37ae30";"0008PB027";"SP011";"BECARIO";"PDI"
"05d2d09e2";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f3a02d3fd";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"3d8cf6efc";"0019PB031";"A0506";"Profesor titular escuela universitaria";"PDI"
"3d8cf6efc";"0000PB997";"CARGO";"CARGO";"OTROS"
"7ddfcc390";"0000PB997";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"aceeb46bb";"0000PB997";"SP011";"BECARIO";"PDI"
"75fb1d554";"0000PB997";"SP011";"BECARIO";"PDI"
"dd8d3c2ac";"0000PB997";"SP011";"BECARIO";"PDI"
"b67b0f662";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"3846f4683";"0000PB997";"SP011";"BECARIO";"PDI"
"35c7c8161";"0018PB032";"SP011";"BECARIO";"PDI"
"35c7c8161";"0018PB032";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"708b049b8";"0025PB051";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"616584fe5";"0015PB110";"A0504";"Profesor titular universidad";"PDI"
"616584fe5";"0016PB024";"CARGO";"CARGO";"OTROS"
"51d5cd603";"0015PB032";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"f94e51dd6";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"b6808f684";"0000PB997";"CARGO";"CARGO";"OTROS"
"b6808f684";"0000PB997";"CARGO";"CARGO";"OTROS"
"1c2c0a06a";"0011PB063";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"30f7f59e4";"0000PB997";"SP011";"BECARIO";"PDI"
"60a23f1b2";"0000PB997";"SP011";"BECARIO";"PDI"
"6e53c97b6";"0007PB062";"A0506";"Profesor titular escuela universitaria";"PDI"
"39b92a288";"0020PB004";"CARGO";"CARGO";"OTROS"
"67d7eed5c";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"ee8e6d0f0";"0000PB997";"CARGO";"CARGO";"OTROS"
"148a8de35";"0033PB111";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"f7aeb902e";"0028PB061";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"0861c5b81";"0015PB023";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"ad2876958";"0003PB002";"00060";"AYUDANTE (LOU)";"PDI"
"b66fba96b";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7caad1df6";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"2f441dfbe";"0028PB031";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"d0806d209";"0034PB024";"A0506";"Profesor titular escuela universitaria";"PDI"
"6802a1c9c";"0000PB997";"CARGO";"CARGO";"OTROS"
"69b94a3d1";"0007PB001";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"171d0a5a3";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"7be08883c";"0007PB165";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"4fb642bec";"0018PB029";"A0504";"Profesor titular universidad";"PDI"
"bfb5461b8";"0000PB997";"A0504";"Profesor titular universidad";"PDI"
"15b8e47d3";"0010PB014";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"2346949c8";"0000PB997";"CARGO";"CARGO";"OTROS"
"700c342f0";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"54bed5d73";"0011PB015";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"156dc45b2";"0024PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"959550a0c";"0015PB061";"A0504";"Profesor titular universidad";"PDI"
"959550a0c";"0015PB061";"CARGO";"CARGO";"OTROS"
"340a2c617";"0003PB002";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"0b3679e04";"0038PB057";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"ae5d58c90";"0033PB031";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"8f92bbaa6";"0007PB048";"A0506";"Profesor titular escuela universitaria";"PDI"
"51c4ed2c0";"0000PB997";"7189";"E. CONSERJE";"PAS"
"32c4f5266";"0000PB997";"7189";"E. CONSERJE";"PAS"
"ef5f40377";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1da448073";"0031PB002";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"48b688b64";"0015PB072";"A0504";"Profesor titular universidad";"PDI"
"d1aa5beb7";"0015PB014";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"d1aa5beb7";"0000PB997";"CARGO";"CARGO";"OTROS"
"ad51e69dc";"0000PB997";"7189";"E. CONSERJE";"PAS"
"7953c402a";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"a05f6a442";"0002PB005";"SP011";"BECARIO";"PDI"
"ae31c7924";"0033PB111";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"7cc622cc4";"0028PB024";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"a2056fc25";"0042PB037";"10024";"GESTOR";"PAS"
"133c17fe8";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"755be9d07";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"11546ed53";"0042PB013";"7189";"E. CONSERJE";"PAS"
"3c78d215e";"0034PB050";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"0a29854f3";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7dcd5c134";"0000PB997";"SP011";"BECARIO";"PDI"
"2cc358127";"0027PB011";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"cb1cb00b7";"0000PB997";"10024";"GESTOR";"PAS"
"b98d230c6";"0000PB997";"CARGO";"CARGO";"OTROS"
"e94c702c5";"0000PB997";"7189";"E. CONSERJE";"PAS"
"1b2821ee3";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"a82789ac8";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"75095da4b";"0000PB997";"SP011";"BECARIO";"PDI"
"c5b36ca3e";"0031PB044";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"290b11e00";"0000PB997";"10023C";"ESPECIALISTA TECNICO GRUPO C";"PAS"
"6a9b39be2";"0011PB017";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"83371e7e2";"0028PB031";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"6c7f06b2a";"0033PB112";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"bea05a5d0";"0034PB073";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"4f7becff7";"0021PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3312e7510";"0007PB037";"A0506";"Profesor titular escuela universitaria";"PDI"
"0c83d53bd";"0015PB103";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"6b9b21385";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"5bcd2756f";"0013PB004";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"dbfe8eabc";"0007PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"fc2c58457";"0007PB006";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"39b44b373";"0039PB022";"7189";"E. CONSERJE";"PAS"
"3d1b9b713";"0016PB020";"10024";"GESTOR";"PAS"
"d95841dd6";"0022PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"ca3c52bcd";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"06a1d88ee";"0036PB029";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"1176385be";"0036PB033";"7189";"E. CONSERJE";"PAS"
"1145e05c0";"0036PB034";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"214991e42";"0005PB008";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"4e80c93fd";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"3383d30d4";"0030PB021";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"2d7646a82";"0024PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"8db4edabf";"0007PB019";"A0504";"Profesor titular universidad";"PDI"
"8f3a6ae6c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"734337510";"0026PB019";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"e6cbd47fb";"0030PB023";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6d73802f5";"0015PB046";"A0504";"Profesor titular universidad";"PDI"
"cf89fc6a6";"0022PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7fe0594af";"0001PB055";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"72f30ea8c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"46b96047f";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"f1d163e0d";"0020PB073";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"35107ec67";"0000PB997";"CARGO";"CARGO";"OTROS"
"35107ec67";"0000PB997";"CARGO";"CARGO";"OTROS"
"d034d9bef";"0031PB007";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"9051bfea4";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"fa21972b0";"0005PB007";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"3c009f95c";"0002PB046";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"60e3b6930";"0015PB058";"A0504";"Profesor titular universidad";"PDI"
"d0dadb26d";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"ca4906d1e";"0000PB997";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"86f06056e";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"860d5f7ec";"0033PB111";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
"4c5ab8679";"0024PB025";"7189";"E. CONSERJE";"PAS"
"485c187bd";"0003PB032";"A0504";"Profesor titular universidad";"PDI"
"fac47369b";"0001PB087";"7189";"E. CONSERJE";"PAS"
"0d740751a";"0002PB040";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"589f6105f";"0011PB027";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"2f2cfd109";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6b32e3eef";"0035PB006";"7189";"E. CONSERJE";"PAS"
"840ddb56c";"0203PB011";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"5e4ae7824";"0016PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3776a8b6f";"0201PB028";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"841c5425e";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"5eba550a7";"0034PB016";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"80934ce2f";"0020PB023";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"df59c1427";"0033PB081";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
"151a7ce74";"0031PB067";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"de4346bdc";"0016PB024";"CARGO";"CARGO";"OTROS"
"970b2721d";"0041PB046";"10015";"TECNICO SUPERIOR";"PAS"
"00f49ca0b";"0036PB023";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"53b373d2e";"0015PB051";"A0504";"Profesor titular universidad";"PDI"
"843489537";"0030PB036";"7189";"E. CONSERJE";"PAS"
"2eb5c3d3e";"0028PB016";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"269a7cdf1";"0033PB137";"7189";"E. CONSERJE";"PAS"
"7c4f0800d";"0000PB997";"SP011";"BECARIO";"PDI"
"6f9f753ed";"0039PB022";"7189";"E. CONSERJE";"PAS"
"29c0fad80";"0034PB078";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"ad5b961da";"0031PB027";"A0504";"Profesor titular universidad";"PDI"
"8d4be7f85";"0014PB057";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"d47d91632";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"2f0c1656a";"0000PB997";"CARGO";"CARGO";"OTROS"
"4a8ee5980";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"b1a294868";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"ef5c2f79e";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"4fa39df6f";"0031PB013";"A0506";"Profesor titular escuela universitaria";"PDI"
"cf8f9ff88";"0007PB109";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"af0787211";"0007PB020";"A0504";"Profesor titular universidad";"PDI"
"9f091ecb6";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"c362b52de";"0019PB004";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"3c2980755";"0000PB997";"SP011";"BECARIO";"PDI"
"4b121a0e4";"0031PB023";"A0500";"Catedratico de universidad";"PDI"
"4b121a0e4";"0000PB997";"CARGO";"CARGO";"OTROS"
"cec803032";"0000PB997";"CARGO";"CARGO";"OTROS"
"cec803032";"0020PB013";"A0504";"Profesor titular universidad";"PDI"
"fbe4ae4a5";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"3b858e0d0";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"19f191afd";"0001PB055";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"920d87efc";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"40719e857";"0025PB051";"10015";"TECNICO SUPERIOR";"PAS"
"d46ad3599";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d46ad3599";"0000PB997";"INVDOPDI";"INVESTIGADOR DOCTOR PDI";"PDI"
"c096b0c01";"0018PB024";"A0506";"Profesor titular escuela universitaria";"PDI"
"11823579b";"0030PB021";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"31c8d62c2";"0008PB018";"40138";"ESPECIALISTA TECNICO";"PAS"
"17bde7ac5";"0000PB997";"SP011";"BECARIO";"PDI"
"3e1ee427b";"0000PB997";"BECGV2";"BECARIOS GV SEGUNDO PERIODO (CONTRATO)";"PDI"
"e3b5f7b39";"0000PB997";"SP011";"BECARIO";"PDI"
"cf234acd7";"0000PB997";"SP011";"BECARIO";"PDI"
"26a22d826";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"2c3e94904";"0027PB003";"DOCENTE";"DOCENTE EXTERNO";"OTROS"
"2c3e94904";"0020PB025";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d197132a2";"0031PB026";"A0506";"Profesor titular escuela universitaria";"PDI"
"585d8dac3";"0028PB053";"7521";"E. ADMINISTRATIVA DE LA UNIV. DE ALMERIA";"PAS"
"34a161689";"0000PB997";"BECMI2U";"BECARIOS MIN. SEGUNDO PER. FPU(CONTRATO)";"PDI"
"82a65f9ce";"0013PB005";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"3b50e3503";"0010PB024";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"15f2d04f8";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"1f69ce71c";"0025PB015";"A0504";"Profesor titular universidad";"PDI"
"7355f0c51";"0010PB002";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f740a512b";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"a7a9aa134";"0015PB071";"A0504";"Profesor titular universidad";"PDI"
"054ce9c7a";"0007PB051";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"cf854904e";"0002PB020";"10015";"TECNICO SUPERIOR";"PAS"
"4322e6071";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"2fe33ec50";"0000PB997";"CARGO";"CARGO";"OTROS"
"8d76e208a";"0019PB002";"A0504";"Profesor titular universidad";"PDI"
"712bbbee7";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"15422230e";"0031PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3e1310a46";"0002PB046";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"088937ba5";"0014PB046";"A0504";"Profesor titular universidad";"PDI"
"495dc6889";"0002PB046";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"9419c52bd";"0007PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"d27ba5914";"0026PB012";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"52e30dc2e";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"03647e1ef";"0016PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7127a9dc1";"0033PB039";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"544967b29";"0031PB035";"A0504";"Profesor titular universidad";"PDI"
"544967b29";"0036PB003";"CARGO";"CARGO";"OTROS"
"bfec18d6d";"0033PB039";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"b1894e17f";"0202PB003";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"106c1a5ba";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"c05f42d6a";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"944d278f6";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"8abf05ae6";"0000PB997";"INVESFOR";"INVESTIGADOR EN FORMACION";"PDI"
"8abf05ae6";"0000PB997";"SP011";"BECARIO";"PDI"
"e3b05a853";"0000PB997";"SP011";"BECARIO";"PDI"
"0d0686215";"0000PB997";"SP011";"BECARIO";"PDI"
"2d7c85f69";"0020PB045";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"29f8fb0f5";"0036PB003";"CARGO";"CARGO";"OTROS"
"f9d6a90b9";"0028PB027";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"45ac63f28";"0033PB013";"CARGO";"CARGO";"OTROS"
"6d7f3f225";"0015PB016";"A0504";"Profesor titular universidad";"PDI"
"f29930880";"0000PB997";"CARGO";"CARGO";"OTROS"
"e5d0b6a76";"0000PB997";"CARGO";"CARGO";"OTROS"
"fdb966177";"0000PB997";"40138";"ESPECIALISTA TECNICO";"PAS"
"dc8e99bbf";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"85a912fb7";"0031PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"de4844018";"0021PB003";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"fce14e96b";"0007PB110";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"6e695b007";"0027PB003";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"7d417d996";"0028PB024";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"c185731b4";"0004PB011";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"d4e6896e6";"0036PB019";"CARGO";"CARGO";"OTROS"
"240bf4a23";"0000PB997";"CARGO";"CARGO";"OTROS"
"1a41a88d1";"0034PB023";"A0506";"Profesor titular escuela universitaria";"PDI"
"e70f727b3";"0005PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"693dc44da";"0000PB997";"CARGO";"CARGO";"OTROS"
"64389b494";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d29a8ddd7";"0002PB009";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"6213287b5";"0003PB016";"A0504";"Profesor titular universidad";"PDI"
"3e913c48e";"0034PB005";"A0505";"Catedratico de escuela universitaria";"PDI"
"3e913c48e";"0000PB997";"CARGO";"CARGO";"OTROS"
"40bc8be52";"0026PB005";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"d862e296d";"0026PB005";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"58a13cd38";"0020PB003";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6f8e2476e";"0033PB123";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"90be73137";"0020PB024";"A0504";"Profesor titular universidad";"PDI"
"25347a990";"0026PB004";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"44177ae64";"0005PB008";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"10f2fa9a4";"0028PB024";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"78f929563";"0031PB004";"A0506";"Profesor titular escuela universitaria";"PDI"
"51b13ad8e";"0006PB057";"7189";"E. CONSERJE";"PAS"
"eb9c5450e";"0000PB997";"A7017";"ESCALA ADMINISTRATIVA UNIV. CARLOS III";"PAS"
"409bb2f8f";"0026PB006";"CARGO";"CARGO";"OTROS"
"221dd9a49";"0036PB034";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3b123e33c";"0007PB031";"A0506";"Profesor titular escuela universitaria";"PDI"
"3b123e33c";"0000PB997";"CARGO";"CARGO";"OTROS"
"c1ff96719";"0015PB034";"A0505";"Catedratico de escuela universitaria";"PDI"
"a1c155a67";"0028PB040";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"958cc3dc0";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"51008793c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"212afa49a";"0009PB043";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"a26706a8c";"0020PB031";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"ea94b4419";"0000PB997";"CARGO";"CARGO";"OTROS"
"0cf63889c";"0007PB050";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"8d6704d15";"0033PB112";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"93cf4846e";"0026PB016";"00060";"AYUDANTE (LOU)";"PDI"
"862b7a380";"0033PB112";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"b7cfb2cdf";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"99d7f7ecf";"0000PB997";"SP011";"BECARIO";"PDI"
"75b70d30c";"0028PB001";"7189";"E. CONSERJE";"PAS"
"1069c68a5";"0013PB010";"00060";"AYUDANTE (LOU)";"PDI"
"a80802c90";"0012PB039";"SP011";"BECARIO";"PDI"
"159f0ac01";"0020PB023";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f6b74587b";"0000PB997";"SP011";"BECARIO";"PDI"
"6892d3b97";"0000PB997";"CARGO";"CARGO";"OTROS"
"14f74ec6a";"0033PB020";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"df5a6e15c";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"da1aeba1a";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"b455aac12";"0028PB014";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"ae0e938fe";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"5cda62c7f";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"5818f0380";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"40d3e7625";"0033PB028";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"0d0c18eff";"0000PB997";"CARGO";"CARGO";"OTROS"
"1e3fc79f1";"0033PB022";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"1473c7120";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f7d07bc34";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"1fc1f57a0";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"fd9f5ee09";"0000PB997";"SP011";"BECARIO";"PDI"
"fd9f5ee09";"0000PB997";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"5ba18bfb2";"0000PB997";"SP011";"BECARIO";"PDI"
"baf607444";"0000PB997";"SP011";"BECARIO";"PDI"
"1cc08467a";"0012PB015";"SP011";"BECARIO";"PDI"
"e6cdcd3b4";"0000PB997";"BECPRO";"INVESTIGADOR EN FORMACION (C-PRO-GV)";"PDI"
"9d552417e";"0000PB997";"BECGV2";"BECARIOS GV SEGUNDO PERIODO (CONTRATO)";"PDI"
"4f9743390";"0012PB037";"10016B";"TECNICO GRUPO B";"PAS"
